,duration,src_bytes,dst_bytes,wrong_fragment,urgent,dst_host_count,dst_host_srv_count,count,srv_count,attack_state
51562,0,0,0,0,0,255,6,107,9,1
51563,0,0,0,0,0,255,8,69,8,1
51564,0,0,0,0,0,255,11,147,16,1
51570,0,0,0,0,0,255,10,119,10,1
51577,0,0,0,0,0,255,5,294,11,1
51583,0,0,0,0,0,255,10,145,16,1
51594,0,54540,8314,0,0,98,98,2,2,1
51595,0,0,0,0,0,255,20,232,20,1
51596,0,0,0,0,0,255,19,260,2,1
51604,0,0,0,0,0,255,26,268,7,1
51609,0,0,0,0,0,255,7,289,8,1
51618,0,0,0,0,0,255,12,176,18,1
51619,0,0,0,0,0,255,7,284,14,1
51624,0,0,0,0,0,255,13,268,13,1
51626,0,0,0,0,0,255,2,266,2,1
51631,0,0,0,0,0,255,15,129,15,1
51637,0,0,0,0,0,255,7,251,7,1
51638,0,0,0,0,0,255,6,199,1,1
51639,0,520,0,0,0,255,255,306,306,1
51641,0,1032,0,0,0,255,255,387,387,1
51643,0,0,0,0,0,255,26,87,13,1
51644,0,0,0,0,0,255,4,18,4,1
51649,0,28,0,1,0,255,68,1,1,1
51654,0,0,0,0,0,255,65,35,5,1
51655,0,0,0,0,0,255,59,66,18,1
51659,0,1032,0,0,0,255,188,511,511,1
51660,0,0,0,0,0,255,5,168,16,1
51661,0,0,0,0,0,255,10,145,17,1
51663,0,1032,0,0,0,255,255,8,8,1
51666,0,0,0,0,0,255,18,241,18,1
51667,0,0,0,0,0,255,23,111,23,1
51668,0,0,0,0,0,255,12,203,3,1
51670,0,0,0,0,0,255,7,280,8,1
51671,0,28,0,3,0,95,23,23,23,1
51672,0,0,0,0,0,255,20,118,20,1
51673,0,0,0,0,0,255,13,229,13,1
51675,0,0,0,0,0,255,5,122,15,1
51677,0,0,0,0,0,255,9,189,11,1
51679,0,0,0,0,0,255,12,107,8,1
51682,0,0,0,0,0,255,16,115,10,1
51685,0,0,0,0,0,255,1,217,1,1
51688,0,0,0,0,0,255,11,128,11,1
51690,0,0,0,0,0,255,17,201,17,1
51694,0,0,0,0,0,255,12,157,12,1
51696,0,0,0,0,0,255,23,238,23,1
51697,0,0,0,0,0,255,25,142,5,1
51701,0,0,0,0,0,117,13,142,13,1
51703,0,0,0,0,0,255,17,291,17,1
51704,0,0,0,0,0,255,20,298,20,1
51707,0,0,0,0,0,255,4,16,4,1
51709,0,0,0,0,0,255,9,115,9,1
51711,0,0,0,0,0,255,7,293,7,1
51715,0,520,0,0,0,138,138,480,480,1
51716,0,28,0,3,0,85,13,13,13,1
51717,0,0,0,0,0,255,8,61,8,1
51718,0,0,0,0,0,255,13,104,5,1
51723,0,0,0,0,0,255,4,259,4,1
51725,0,0,0,0,0,255,69,29,9,1
51730,0,0,0,0,0,255,3,193,3,1
51731,0,0,0,0,0,255,19,298,19,1
51732,0,0,0,0,0,255,9,22,9,1
51735,0,0,0,0,0,255,20,217,20,1
51744,0,0,0,0,0,255,17,212,15,1
51745,0,0,0,0,0,255,2,248,4,1
51749,0,0,0,0,0,255,4,268,17,1
51752,0,0,0,0,0,255,1,123,8,1
51754,0,0,0,0,0,255,15,223,15,1
51756,0,0,0,0,0,255,43,57,13,1
51757,0,0,0,0,0,255,1,207,1,1
51761,0,54540,8314,0,0,255,255,3,5,1
51764,0,0,0,0,0,255,26,116,14,1
51768,0,0,0,0,0,255,18,129,10,1
51770,0,0,0,0,0,255,12,260,12,1
51773,0,0,0,0,0,255,15,144,15,1
51775,0,0,0,0,0,255,1,234,1,1
51777,0,0,0,0,0,255,19,148,19,1
51787,0,0,0,0,0,255,4,239,4,1
51790,0,0,0,0,0,255,12,122,12,1
51791,0,0,0,0,0,74,6,126,6,1
51795,0,0,0,0,0,255,56,13,4,1
51796,0,0,0,0,0,255,20,108,20,1
51811,0,0,0,0,0,255,13,262,13,1
51812,0,0,0,0,0,255,8,190,8,1
51813,0,0,0,0,0,255,15,129,1,1
51815,0,0,0,0,0,255,10,138,3,1
51816,0,0,0,0,0,255,7,259,7,1
51823,0,0,0,0,0,255,24,211,24,1
51825,0,0,0,0,0,255,23,133,23,1
51827,0,0,0,0,0,255,7,261,14,1
51834,0,0,0,0,0,255,18,209,3,1
51835,0,0,0,0,0,255,10,168,10,1
51838,0,0,0,0,0,255,1,185,1,1
51839,0,0,0,0,0,255,2,209,2,1
51841,0,0,0,0,0,255,1,101,1,1
51845,0,0,0,0,0,255,5,145,8,1
51849,0,0,0,0,0,255,17,129,17,1
51852,0,0,0,0,0,255,14,265,14,1
51859,0,0,0,0,0,255,2,254,2,1
51861,0,1032,0,0,0,255,117,510,510,1
51865,0,0,0,0,0,255,24,260,24,1
51866,0,0,0,0,0,255,8,274,8,1
51867,0,54540,8314,0,0,255,255,1,1,1
51869,0,0,0,0,0,255,9,293,6,1
51874,0,0,0,0,0,255,8,30,2,1
51880,0,0,0,0,0,255,7,130,9,1
51882,0,0,0,0,0,255,17,11,11,1
51883,0,0,0,0,0,255,25,184,25,1
51884,0,0,0,0,0,255,1,222,1,1
51885,0,1032,0,0,0,255,228,296,296,1
51890,0,0,0,0,0,255,14,103,14,1
51894,0,0,0,0,0,255,8,12,4,1
51896,0,0,0,0,0,113,59,31,7,1
51899,0,1032,0,0,0,255,255,46,46,1
51902,0,0,0,0,0,255,11,110,9,1
51904,0,0,0,0,0,255,4,9,4,1
51908,0,0,0,0,0,255,2,15,2,1
51910,0,54540,8314,0,0,255,255,4,5,1
51911,0,0,0,0,0,255,6,239,15,1
51912,0,0,0,0,0,255,16,295,12,1
51913,0,0,0,0,0,255,4,131,4,1
51917,0,0,0,0,0,255,17,209,18,1
51918,0,0,0,0,0,22,18,120,18,1
51922,0,0,0,0,0,255,9,124,18,1
51924,0,0,0,0,0,255,11,38,11,1
51925,0,0,0,0,0,255,2,246,2,1
51927,0,0,0,0,0,255,6,269,6,1
51932,0,0,0,0,0,255,16,214,16,1
51936,0,0,0,0,0,67,12,206,14,1
51939,0,0,0,0,0,255,10,112,8,1
51940,0,0,0,0,0,255,2,103,17,1
51941,0,0,0,0,0,255,25,298,25,1
51942,0,0,0,0,0,255,15,205,15,1
51943,0,0,0,0,0,255,15,32,15,1
51944,0,0,0,0,0,255,18,142,18,1
51945,0,28,0,3,0,255,70,70,70,1
51951,0,0,0,0,0,255,7,124,7,1
51953,0,0,0,0,0,255,6,137,20,1
51954,0,54540,8314,0,0,60,60,4,4,1
51955,0,0,0,0,0,255,7,261,7,1
51956,0,0,0,0,0,255,6,254,6,1
51962,0,0,0,0,0,255,13,201,8,1
51966,0,0,0,0,0,255,12,263,12,1
51972,0,0,0,0,0,255,15,139,15,1
51978,0,0,0,0,0,255,11,102,18,1
51991,0,0,0,0,0,255,15,87,1,1
51992,0,0,0,0,0,255,5,282,1,1
51994,0,0,0,0,0,255,12,12,12,1
51995,0,0,0,0,0,255,8,122,14,1
51996,0,0,0,0,0,85,7,110,7,1
51997,0,0,0,0,0,174,20,149,20,1
52003,0,0,0,0,0,255,15,178,15,1
52004,0,0,0,0,0,255,15,199,15,1
52007,0,0,0,0,0,255,1,260,1,1
52008,0,0,0,0,0,130,51,50,13,1
52009,0,0,0,0,0,255,3,275,18,1
52012,0,0,0,0,0,255,12,282,12,1
52014,0,0,0,0,0,255,2,232,19,1
52015,0,0,0,0,0,255,8,121,8,1
52016,0,0,0,0,0,255,10,30,10,1
52018,0,0,0,0,0,255,8,232,8,1
52020,0,0,0,0,0,255,6,110,6,1
52026,0,0,0,0,0,255,2,138,3,1
52030,0,0,0,0,0,255,1,230,1,1
52032,0,0,0,0,0,255,11,147,11,1
52034,0,0,0,0,0,255,4,230,4,1
52037,0,0,0,0,0,255,11,125,7,1
52039,0,0,0,0,0,255,4,86,16,1
52040,0,0,0,0,0,255,9,242,9,1
52042,0,0,0,0,0,255,13,27,1,1
52043,0,0,0,0,0,255,6,214,6,1
52044,0,0,0,0,0,255,8,231,8,1
52045,0,0,0,0,0,255,9,230,9,1
52047,0,0,0,0,0,255,7,140,4,1
52048,0,520,0,0,0,255,255,393,393,1
52049,0,0,0,0,0,255,3,276,18,1
52052,0,0,0,0,0,255,7,198,7,1
52057,0,0,0,0,0,255,9,90,14,1
52059,0,0,0,0,0,255,12,86,12,1
52061,0,0,0,0,0,255,2,241,2,1
52062,0,0,0,0,0,255,14,262,14,1
52063,0,0,0,0,0,255,15,208,18,1
52072,0,0,0,0,0,255,12,27,12,1
52076,0,0,0,0,0,255,2,205,2,1
52077,0,0,0,0,0,255,8,290,18,1
52079,0,1032,0,0,0,255,158,511,511,1
52081,0,0,0,0,0,255,17,136,17,1
52082,0,0,0,0,0,94,5,144,5,1
52083,0,0,0,0,0,255,19,149,19,1
52084,0,0,0,0,0,255,12,144,7,1
52085,0,0,0,0,0,255,20,264,20,1
52086,0,0,0,0,0,255,16,269,6,1
52088,0,520,0,0,0,255,255,198,198,1
52089,0,0,0,0,0,255,6,160,6,1
52090,0,0,0,0,0,255,16,197,16,1
52091,0,0,0,0,0,255,17,105,17,1
52093,0,0,0,0,0,255,20,288,20,1
52097,0,0,0,0,0,255,12,147,24,1
52099,0,0,0,0,0,255,20,104,20,1
52101,0,0,0,0,0,255,23,257,23,1
52106,0,0,0,0,0,255,3,110,3,1
52108,0,0,0,0,0,255,13,148,18,1
52109,0,0,0,0,0,255,16,263,16,1
52110,0,0,0,0,0,255,4,268,4,1
52112,0,1032,0,0,0,255,210,229,229,1
52114,0,0,0,0,0,255,11,110,8,1
52120,0,0,0,0,0,255,8,124,8,1
52122,0,0,0,0,0,255,2,101,2,1
52123,0,0,0,0,0,255,18,279,2,1
52124,0,0,0,0,0,255,6,222,6,1
52126,0,0,0,0,0,255,1,276,9,1
52127,0,28,0,3,0,255,91,24,24,1
52129,0,0,0,0,0,255,18,200,18,1
52130,0,28,0,3,0,255,88,88,88,1
52133,0,0,0,0,0,255,16,280,14,1
52135,0,0,0,0,0,255,8,297,8,1
52136,0,0,0,0,0,255,19,105,5,1
52141,0,0,0,0,0,255,7,30,7,1
52142,0,0,0,0,0,255,5,240,5,1
52143,0,0,0,0,0,255,20,117,1,1
52144,0,0,0,0,0,255,16,201,16,1
52148,0,0,0,0,0,255,2,261,2,1
52149,0,28,0,3,0,255,85,18,18,1
52153,0,0,0,0,0,255,6,229,6,1
52155,0,0,0,0,0,255,19,104,4,1
52156,0,0,0,0,0,255,9,277,9,1
52157,0,0,0,0,0,255,2,101,2,1
52161,0,0,0,0,0,255,2,241,2,1
52164,0,0,0,0,0,255,13,142,13,1
52165,0,0,0,0,0,255,8,55,5,1
52166,0,0,0,0,0,255,8,240,8,1
52167,0,0,0,0,0,255,13,206,13,1
52169,0,0,0,0,0,255,4,218,4,1
52172,0,0,0,0,0,191,14,135,14,1
52174,0,0,0,0,0,255,8,116,19,1
52176,0,0,0,0,0,255,17,192,4,1
52179,0,0,0,0,0,255,5,268,4,1
52180,0,0,0,0,0,255,10,27,10,1
52182,0,0,0,0,0,255,21,266,21,1
52184,0,1032,0,0,0,255,163,511,511,1
52188,0,0,0,0,0,255,22,173,22,1
52189,0,0,0,0,0,1,1,1,1,1
52190,0,0,0,0,0,255,20,297,20,1
52191,0,0,0,0,0,255,13,97,13,1
52193,0,0,0,0,0,255,41,33,9,1
52194,0,0,0,0,0,255,1,293,13,1
52196,0,0,0,0,0,255,5,220,5,1
52202,0,0,0,0,0,255,2,95,2,1
52204,0,0,0,0,0,255,19,242,19,1
52205,0,0,0,0,0,255,16,224,16,1
52206,0,0,0,0,0,255,8,264,8,1
52209,0,0,0,0,0,255,66,7,6,1
52210,0,54540,8314,0,0,64,64,3,3,1
52211,0,0,0,0,0,22,11,218,11,1
52212,0,0,0,0,0,255,20,295,20,1
52220,0,0,0,0,0,255,10,247,9,1
52224,0,0,0,0,0,255,1,247,1,1
52225,0,0,0,0,0,255,12,118,20,1
52229,0,0,0,0,0,255,12,109,12,1
52234,0,0,0,0,0,255,18,295,18,1
52237,0,0,0,0,0,255,1,142,4,1
52239,0,0,0,0,0,255,4,142,4,1
52242,0,1032,0,0,0,255,255,216,216,1
52250,0,1032,0,0,0,255,136,511,511,1
52254,0,0,0,0,0,255,6,297,20,1
52256,0,0,0,0,0,255,20,238,1,1
52268,0,28,0,3,0,255,46,46,46,1
52271,0,0,0,0,0,255,20,295,18,1
52274,0,54540,8314,0,0,40,40,7,7,1
52275,0,0,0,0,0,255,19,269,19,1
52277,0,0,0,0,0,255,16,127,16,1
52281,0,0,0,0,0,255,10,220,10,1
52283,0,0,0,0,0,255,10,100,10,1
52287,0,0,0,0,0,255,58,71,18,1
52290,0,0,0,0,0,255,3,134,13,1
52292,0,0,0,0,0,255,18,235,18,1
52295,0,0,0,0,0,255,18,212,20,1
52298,0,0,0,0,0,255,3,136,3,1
52301,0,0,0,0,0,255,20,268,20,1
52306,0,0,0,0,0,255,38,50,15,1
52321,0,0,0,0,0,255,15,213,15,1
52323,0,0,0,0,0,255,5,231,5,1
52326,0,0,0,0,0,218,2,179,2,1
52330,0,0,0,0,0,255,20,150,20,1
52331,0,0,0,0,0,255,5,242,5,1
52336,0,0,0,0,0,255,11,146,17,1
52337,0,0,0,0,0,255,3,224,7,1
52338,0,0,0,0,0,255,7,215,7,1
52339,0,0,0,0,0,255,15,116,4,1
52344,0,0,0,0,0,255,14,120,14,1
52345,0,1032,0,0,0,255,221,221,221,1
52346,0,0,0,0,0,255,9,203,9,1
52347,0,1032,0,0,0,255,167,511,511,1
52348,0,0,0,0,0,255,3,103,3,1
52350,0,0,0,0,0,255,4,207,4,1
52353,0,520,0,0,0,255,255,242,242,1
52355,0,0,0,0,0,255,1,113,1,1
52357,0,0,0,0,0,255,3,144,19,1
52360,0,0,0,0,0,255,14,143,14,1
52363,0,0,0,0,0,255,10,135,10,1
52369,0,0,0,0,0,255,17,258,17,1
52370,0,0,0,0,0,255,3,118,3,1
52371,0,0,0,0,0,255,11,111,8,1
52372,0,1032,0,0,0,255,122,511,511,1
52373,0,0,0,0,0,255,8,127,8,1
52381,0,0,0,0,0,255,12,185,12,1
52384,0,1032,0,0,0,206,112,230,230,1
52385,0,0,0,0,0,255,3,4,3,1
52386,0,0,0,0,0,255,9,264,17,1
52389,0,0,0,0,0,255,5,252,3,1
52396,0,0,0,0,0,255,12,239,12,1
52397,0,0,0,0,0,255,6,245,12,1
52398,0,0,0,0,0,255,8,275,8,1
52399,0,0,0,0,0,255,38,46,15,1
52400,0,0,0,0,0,255,20,248,5,1
52402,0,0,0,0,0,255,15,214,15,1
52403,0,0,0,0,0,255,11,131,11,1
52404,0,0,0,0,0,255,14,236,13,1
52406,0,0,0,0,0,255,4,216,3,1
52409,0,0,0,0,0,255,6,200,6,1
52413,0,0,0,0,0,255,10,277,10,1
52431,0,0,0,0,0,255,14,250,14,1
52433,0,0,0,0,0,255,20,40,20,1
52436,0,0,0,0,0,255,8,293,16,1
52437,0,0,0,0,0,255,6,51,5,1
52440,0,0,0,0,0,255,18,55,18,1
52441,0,0,0,0,0,255,20,201,1,1
52443,0,1032,0,0,0,255,255,330,330,1
52444,0,0,0,0,0,255,2,272,1,1
52445,0,520,0,0,0,255,255,392,392,1
52467,0,1032,0,0,0,255,255,458,458,1
52469,0,0,0,0,0,255,14,266,14,1
52470,0,0,0,0,0,255,10,104,10,1
52471,0,0,0,0,0,255,2,125,2,1
52474,0,0,0,0,0,255,24,60,24,1
52475,0,0,0,0,0,255,3,103,3,1
52478,0,0,0,0,0,255,2,122,2,1
52480,0,54540,8314,0,0,255,255,3,4,1
52482,0,0,0,0,0,255,10,146,16,1
52483,0,1032,0,0,0,255,182,511,511,1
52484,0,0,0,0,0,255,14,206,4,1
52489,0,0,0,0,0,255,13,228,13,1
52491,0,0,0,0,0,255,12,283,11,1
52492,0,0,0,0,0,255,67,11,6,1
52495,0,0,0,0,0,255,16,234,5,1
52501,0,0,0,0,0,255,11,115,11,1
52503,0,0,0,0,0,255,8,90,6,1
52506,0,0,0,0,0,255,3,99,3,1
52510,0,0,0,0,0,255,5,216,7,1
52512,0,0,0,0,0,227,18,77,18,1
52513,0,54540,8314,0,0,173,173,2,2,1
52516,0,1032,0,0,0,255,92,92,92,1
52518,0,0,0,0,0,255,11,227,11,1
52521,0,0,0,0,0,255,1,101,9,1
52523,0,0,0,0,0,138,20,137,20,1
52532,0,0,0,0,0,255,5,144,5,1
52541,0,0,0,0,0,45,7,23,3,1
52542,0,54540,8314,0,0,24,24,4,4,1
52545,0,0,0,0,0,154,11,213,11,1
52553,0,0,0,0,0,255,8,258,12,1
52558,0,0,0,0,0,255,13,219,13,1
52559,0,0,0,0,0,255,18,265,4,1
52562,0,1032,0,0,0,255,31,31,31,1
52566,0,0,0,0,0,255,7,199,7,1
52569,0,0,0,0,0,255,16,228,7,1
52572,0,0,0,0,0,255,16,122,16,1
52574,0,0,0,0,0,255,2,232,2,1
52578,0,0,0,0,0,255,18,82,19,1
52580,0,0,0,0,0,255,18,141,18,1
52581,0,0,0,0,0,255,24,299,24,1
52587,0,0,0,0,0,255,8,174,17,1
52588,0,0,0,0,0,255,16,258,6,1
52594,0,0,0,0,0,255,2,125,2,1
52595,0,0,0,0,0,255,42,26,7,1
52598,0,0,0,0,0,255,2,52,2,1
52607,0,0,0,0,0,255,11,202,12,1
52608,0,0,0,0,0,255,15,183,13,1
52609,0,0,0,0,0,255,6,203,5,1
52611,0,0,0,0,0,255,10,141,13,1
52613,0,0,0,0,0,255,3,102,3,1
52617,0,0,0,0,0,54,16,193,22,1
52620,0,0,0,0,0,255,13,271,13,1
52621,0,0,0,0,0,255,4,278,10,1
52622,0,0,0,0,0,255,20,116,20,1
52623,0,0,0,0,0,255,11,294,11,1
52626,0,0,0,0,0,255,22,133,22,1
52628,0,0,0,0,0,255,2,7,2,1
52634,0,0,0,0,0,255,6,133,17,1
52635,0,0,0,0,0,255,8,1,1,1
52638,0,0,0,0,0,27,139,5,7,1
52640,0,0,0,0,0,255,10,143,10,1
52641,0,0,0,0,0,255,16,140,16,1
52642,0,0,0,0,0,255,8,118,8,1
52644,0,0,0,0,0,255,2,145,8,1
52645,0,0,0,0,0,255,57,16,5,1
52646,0,0,0,0,0,255,1,102,1,1
52648,0,0,0,0,0,255,2,171,18,1
52649,0,0,0,0,0,255,8,269,8,1
52654,0,0,0,0,0,255,13,95,15,1
52657,0,28,0,3,0,255,77,77,77,1
52661,0,0,0,0,0,12,9,1,2,1
52665,0,0,0,0,0,255,32,277,16,1
52671,0,0,0,0,0,236,60,74,20,1
52674,0,0,0,0,0,255,15,106,15,1
52677,0,0,0,0,0,255,12,283,12,1
52680,0,0,0,0,0,255,8,231,8,1
52682,0,1032,0,0,0,255,174,383,383,1
52685,0,0,0,0,0,255,1,230,1,1
52686,0,0,0,0,0,255,2,181,2,1
52693,0,0,0,0,0,255,6,195,6,1
52694,0,0,0,0,0,109,10,72,10,1
52697,0,0,0,0,0,255,15,10,6,1
52699,0,0,0,0,0,255,6,267,6,1
52701,0,0,0,0,0,255,45,13,2,1
52704,0,0,0,0,0,255,10,202,11,1
52706,0,0,0,0,0,255,5,139,13,1
52711,0,0,0,0,0,255,13,282,13,1
52712,0,0,0,0,0,255,10,227,9,1
52722,0,0,0,0,0,255,13,115,13,1
52724,0,0,0,0,0,255,20,269,20,1
52726,0,0,0,0,0,255,27,104,4,1
52728,0,0,0,0,0,255,16,115,16,1
52731,0,0,0,0,0,255,48,18,5,1
52736,0,0,0,0,0,255,24,232,24,1
52737,0,0,0,0,0,255,8,220,9,1
52740,0,0,0,0,0,255,66,22,10,1
52743,0,0,0,0,0,255,2,297,8,1
52750,0,0,0,0,0,255,1,201,1,1
52751,0,0,0,0,0,255,7,263,7,1
52753,0,0,0,0,0,255,10,139,2,1
52755,0,0,0,0,0,255,7,272,7,1
52765,0,0,0,0,0,255,18,202,18,1
52766,0,0,0,0,0,255,18,180,18,1
52767,0,0,0,0,0,255,1,138,13,1
52768,0,520,0,0,0,255,255,254,254,1
52770,0,0,0,0,0,255,1,136,11,1
52773,0,0,0,0,0,255,7,143,7,1
52781,0,0,0,0,0,255,1,296,19,1
52782,0,0,0,0,0,255,5,294,18,1
52784,0,0,0,0,0,255,18,156,18,1
52788,0,0,0,0,0,255,4,100,5,1
52792,0,0,0,0,0,255,8,93,8,1
52794,0,0,0,0,0,255,8,108,8,1
52797,0,0,0,0,0,255,1,189,1,1
52800,0,0,0,0,0,255,16,212,16,1
52806,0,0,0,0,0,255,6,126,6,1
52807,0,0,0,0,0,255,15,126,2,1
52808,0,0,0,0,0,255,15,240,15,1
52810,0,0,0,0,0,255,48,57,14,1
52816,0,0,0,0,0,255,4,23,4,1
52817,0,0,0,0,0,255,2,87,2,1
52820,0,0,0,0,0,255,25,167,25,1
52833,0,0,0,0,0,255,8,68,8,1
52839,0,0,0,0,0,255,3,146,14,1
52842,0,0,0,0,0,255,6,140,11,1
52845,0,0,0,0,0,255,9,145,10,1
52846,0,0,0,0,0,175,11,121,11,1
52851,0,1032,0,0,0,255,128,511,511,1
52852,0,0,0,0,0,255,8,274,8,1
52856,0,0,0,0,0,255,15,148,18,1
52858,0,0,0,0,0,255,2,73,12,1
52859,0,0,0,0,0,255,6,277,6,1
52860,0,0,0,0,0,255,7,14,7,1
52862,0,0,0,0,0,255,39,1,1,1
52868,0,0,0,0,0,255,8,128,4,1
52871,0,0,0,0,0,255,20,207,20,1
52874,0,0,0,0,0,255,3,258,3,1
52879,0,0,0,0,0,255,17,214,20,1
52880,0,0,0,0,0,255,18,264,18,1
52885,0,0,0,0,0,255,7,183,7,1
52887,0,0,0,0,0,255,14,284,14,1
52891,0,0,0,0,0,255,2,140,20,1
52894,0,1032,0,0,0,255,211,125,125,1
52896,0,0,0,0,0,255,13,48,13,1
52899,0,0,0,0,0,255,17,175,3,1
52900,0,0,0,0,0,50,20,246,20,1
52902,0,1032,0,0,0,150,56,308,308,1
52903,0,0,0,0,0,255,51,14,4,1
52904,0,0,0,0,0,255,12,208,1,1
52905,0,0,0,0,0,255,14,239,14,1
52907,0,0,0,0,0,255,16,193,16,1
52908,0,0,0,0,0,255,7,135,8,1
52910,0,0,0,0,0,255,5,137,14,1
52912,0,1032,0,0,0,255,56,56,56,1
52913,0,0,0,0,0,255,1,249,1,1
52919,0,0,0,0,0,255,7,133,7,1
52921,0,0,0,0,0,255,9,113,9,1
52922,0,0,0,0,0,255,3,66,3,1
52924,0,0,0,0,0,255,21,5,5,1
52925,0,0,0,0,0,255,10,131,10,1
52927,0,0,0,0,0,255,5,115,5,1
52930,0,0,0,0,0,181,12,223,12,1
52933,0,0,0,0,0,255,11,100,11,1
52937,0,0,0,0,0,255,4,269,4,1
52939,0,0,0,0,0,255,20,217,20,1
52940,0,0,0,0,0,255,10,116,9,1
52944,0,0,0,0,0,255,3,215,3,1
52951,0,0,0,0,0,255,15,112,12,1
52956,0,1032,0,0,0,255,23,511,511,1
52957,0,0,0,0,0,255,19,129,19,1
52958,0,0,0,0,0,255,4,91,4,1
52960,0,0,0,0,0,255,2,51,2,1
52965,0,0,0,0,0,255,7,242,5,1
52966,0,0,0,0,0,87,3,131,20,1
52979,0,0,0,0,0,255,5,231,5,1
52981,0,0,0,0,0,255,1,117,1,1
52982,0,0,0,0,0,255,7,275,7,1
52983,0,0,0,0,0,255,3,172,12,1
52985,0,0,0,0,0,255,23,136,23,1
52986,0,0,0,0,0,255,6,256,6,1
52988,0,0,0,0,0,255,1,101,18,1
52989,0,0,0,0,0,255,16,298,15,1
52990,0,0,0,0,0,255,31,142,16,1
52991,0,0,0,0,0,255,16,282,5,1
53000,0,0,0,0,0,255,4,102,2,1
53003,0,0,0,0,0,255,9,146,21,1
53005,0,0,0,0,0,255,20,147,20,1
53007,0,0,0,0,0,255,24,293,24,1
53011,0,0,0,0,0,255,3,209,20,1
53013,0,0,0,0,0,255,18,234,18,1
53014,0,0,0,0,0,255,12,138,12,1
53015,0,0,0,0,0,8,5,107,5,1
53019,0,0,0,0,0,255,17,113,17,1
53020,0,0,0,0,0,255,4,129,4,1
53026,0,0,0,0,0,255,19,176,2,1
53027,0,0,0,0,0,255,18,192,18,1
53029,0,0,0,0,0,255,5,230,5,1
53031,0,0,0,0,0,255,10,121,8,1
53033,0,0,0,0,0,255,3,188,3,1
53034,0,0,0,0,0,255,5,217,5,1
53036,0,0,0,0,0,255,24,209,24,1
53037,0,0,0,0,0,255,36,127,16,1
53041,0,1032,0,0,0,255,242,509,509,1
53044,0,0,0,0,0,255,4,115,3,1
53045,0,0,0,0,0,255,4,128,4,1
53046,0,0,0,0,0,255,6,252,6,1
53047,0,0,0,0,0,255,20,237,20,1
53050,0,0,0,0,0,255,4,148,4,1
53053,0,0,0,0,0,255,18,131,18,1
53054,0,0,0,0,0,255,6,272,6,1
53055,0,0,0,0,0,255,7,136,7,1
53060,0,0,0,0,0,255,9,19,9,1
53061,0,0,0,0,0,255,2,282,20,1
53070,0,0,0,0,0,255,6,208,6,1
53073,0,0,0,0,0,255,20,278,20,1
53074,0,0,0,0,0,255,18,86,3,1
53075,0,0,0,0,0,130,36,48,16,1
53083,0,0,0,0,0,255,2,129,3,1
53087,0,0,0,0,0,255,13,127,13,1
53088,0,0,0,0,0,255,21,269,21,1
53091,0,1032,0,0,0,255,255,44,44,1
53095,0,0,0,0,0,255,4,71,15,1
53100,0,0,0,0,0,157,13,104,13,1
53108,0,0,0,0,0,255,66,79,19,1
53109,0,0,0,0,0,255,18,241,18,1
53112,0,0,0,0,0,255,11,270,11,1
53113,0,54540,8314,0,0,255,255,4,5,1
53116,0,0,0,0,0,255,20,106,20,1
53119,0,0,0,0,0,255,33,117,17,1
53120,0,0,0,0,0,255,22,223,22,1
53124,0,0,0,0,0,255,21,273,21,1
53133,0,0,0,0,0,255,25,289,25,1
53137,0,0,0,0,0,255,64,2,1,1
53138,0,1032,0,0,0,255,236,236,236,1
53140,0,0,0,0,0,255,13,239,2,1
53143,0,0,0,0,0,255,14,300,14,1
53144,0,0,0,0,0,255,6,108,19,1
53145,0,0,0,0,0,255,16,116,16,1
53149,0,0,0,0,0,255,24,292,24,1
53150,0,0,0,0,0,255,1,223,1,1
53151,0,0,0,0,0,255,6,233,17,1
53152,0,0,0,0,0,255,13,258,14,1
53157,0,0,0,0,0,255,12,1,1,1
53158,0,0,0,0,0,255,16,116,16,1
53163,0,0,0,0,0,255,17,141,9,1
53165,0,0,0,0,0,255,4,275,4,1
53167,0,0,0,0,0,173,8,215,8,1
53170,0,0,0,0,0,255,19,246,19,1
53172,0,0,0,0,0,255,3,126,3,1
53173,0,0,0,0,0,255,11,264,10,1
53176,0,0,0,0,0,255,14,141,12,1
53182,0,0,0,0,0,118,14,143,14,1
53184,0,0,0,0,0,255,19,182,10,1
53186,0,54540,8314,0,0,22,22,2,2,1
53189,0,0,0,0,0,255,30,141,15,1
53190,0,0,0,0,0,255,2,190,2,1
53191,0,0,0,0,0,255,5,220,5,1
53192,0,0,0,0,0,255,23,145,13,1
53195,0,0,0,0,0,255,9,230,9,1
53196,0,1032,0,0,0,255,255,341,341,1
53197,0,0,0,0,0,255,2,150,20,1
53198,0,0,0,0,0,255,18,209,11,1
53200,0,52560,2920,0,0,255,255,4,6,1
53205,0,0,0,0,0,255,11,224,11,1
53206,0,0,0,0,0,255,11,247,9,1
53207,0,0,0,0,0,255,6,6,6,1
53216,0,1032,0,0,0,255,255,15,15,1
53219,0,0,0,0,0,255,11,146,18,1
53224,0,0,0,0,0,255,6,119,16,1
53225,0,0,0,0,0,255,3,296,1,1
53226,0,0,0,0,0,255,20,228,13,1
53227,0,0,0,0,0,255,11,253,11,1
53229,0,0,0,0,0,255,4,245,4,1
53230,0,0,0,0,0,255,13,277,13,1
